"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 14 10:46:08 BRT 2023","Wed Jun 14 10:46:20 BRT 2023","11169","Cadastro Departamento loja","Cadastro","","","","Cadastrar Departamento loja",""
"passed","Wed Jun 14 11:10:21 BRT 2023","Wed Jun 14 11:10:29 BRT 2023","8642","Cadastro Observacao fiscal","Excluir","","","","Excluir Observacao fiscal",""
"passed","Wed Jun 14 10:48:56 BRT 2023","Wed Jun 14 10:49:06 BRT 2023","9824","Cadastro Função","Alterar","","","","Alterar Função",""
"passed","Wed Jun 14 10:55:11 BRT 2023","Wed Jun 14 10:55:22 BRT 2023","11527","Cadastro Associação de notificações","Cadastro","","","","Cadastrar Associação de notificações",""
"passed","Wed Jun 14 11:24:28 BRT 2023","Wed Jun 14 11:24:39 BRT 2023","10818","Cadastro Motivos","Excluir","","","","Excluir Motivos",""
"passed","Wed Jun 14 11:13:00 BRT 2023","Wed Jun 14 11:13:23 BRT 2023","22966","Cadastro Exceção PIS","Cadastro","","","","Cadastro Exceção PIS",""
"passed","Wed Jun 14 10:59:21 BRT 2023","Wed Jun 14 10:59:30 BRT 2023","9316","Cadastro Premiação Aleatoria","Alterar","","","","Alterar Premiação Aleatoria",""
"passed","Wed Jun 14 11:11:02 BRT 2023","Wed Jun 14 11:11:11 BRT 2023","9899","Cadastro Exceção COFINS","Excluir","","","","Excluir Exceção COFINS",""
"passed","Wed Jun 14 10:54:57 BRT 2023","Wed Jun 14 10:55:05 BRT 2023","7964","Cadastro Moeda","Excluir","","","","Excluir Moeda",""
"passed","Wed Jun 14 10:48:30 BRT 2023","Wed Jun 14 10:48:38 BRT 2023","7856","Cadastro Função Grupo","Excluir","","","","Excluir Função Grupo",""
"passed","Wed Jun 14 11:25:24 BRT 2023","Wed Jun 14 11:25:36 BRT 2023","12211","Cadastro Texto","Cadastro","","","","Cadastro Texto",""
"passed","Wed Jun 14 11:03:18 BRT 2023","Wed Jun 14 11:03:27 BRT 2023","8771","Cadastro Veiculos","Excluir","","","","Excluir Veiculos",""
"passed","Wed Jun 14 11:23:27 BRT 2023","Wed Jun 14 11:23:39 BRT 2023","12224","Cadastro Leiaute de coletor","Cadastro","","","","Cadastro Leiaute de coletor",""
